Date,Year,Month,Number of  Users,Country,State,Product Category,Sub Category,Quantity, Unit Cost , Unit Price , Cost , Revenue 
8/10/15,2015 ,August,56,Brazil,Amazonas,Educational Services,Data Collection ,3, 63.67 , 72.33 , 191.00 , 217.00 
12/3/15,2015 ,December,23,Chile,Antofagasta,Educational Services,High level food mng,2, 50.00 , 54.50 , 100.00 , 109.00 
12/31/15,2015 ,December,23,Chile,Antofagasta,Educational Services,High level food mng,1, 100.00 , 113.00 , 100.00 , 113.00 
12/31/15,2015 ,December,23,Chile,Antofagasta,Educational Services,High level food mng,2, 18.00 , 20.00 , 36.00 , 40.00 
5/22/16,2016 ,May,25,Chile,Antofagasta,Educational Services,Food Security,2, 467.50 , 586.00 , 935.00 ," 1,172.00 "
5/22/16,2016 ,May,25,Chile,Antofagasta,Educational Services,Data Collection ,3, 39.67 , 53.00 , 119.00 , 159.00 
6/19/16,2016 ,June,25,Chile,Antofagasta,Educational Services,Data Collection ,2, 63.50 , 76.00 , 127.00 , 152.00 
6/20/16,2016 ,June,25,Chile,Antofagasta,Educational Services,Food Security,2, 110.00 , 134.50 , 220.00 , 269.00 
6/20/16,2016 ,June,25,Chile,Antofagasta,Educational Services,Data Collection ,2, 12.00 , 17.00 , 24.00 , 34.00 
6/15/16,2016 ,June,61,Chile,Antofagasta,Educational Services,Food Management,2, 795.00 ," 1,055.50 "," 1,590.00 "," 2,111.00 "
1/24/16,2016 ,January,55,Brazil,Amazonas,Educational Services,Basic Training,3, 338.33 , 379.33 ," 1,015.00 "," 1,138.00 "
3/27/16,2016 ,March,55,Brazil,Amazonas,Educational Services,Basic Training,3, 140.00 , 171.33 , 420.00 , 514.00 
3/28/16,2016 ,March,55,Brazil,Amazonas,Educational Services,Basic Training,2, 367.50 , 448.50 , 735.00 , 897.00 
4/22/16,2016 ,April,55,Brazil,Amazonas,Educational Services,Basic Training,1, 665.00 , 908.00 , 665.00 , 908.00 
5/27/16,2016 ,May,55,Brazil,Amazonas,Educational Services,Basic Training,3, 186.67 , 231.67 , 560.00 , 695.00 
7/29/16,2016 ,July,55,Brazil,Amazonas,Educational Services,Basic Training,3, 93.33 , 107.67 , 280.00 , 323.00 
7/31/16,2016 ,July,55,Brazil,Amazonas,Educational Services,Basic Training,2, 525.00 , 623.00 ," 1,050.00 "," 1,246.00 "
8/20/15,2015 ,August,55,Brazil,Amazonas,Educational Services,Basic Training,2, 210.00 , 240.00 , 420.00 , 480.00 
9/18/15,2015 ,September,55,Brazil,Amazonas,Educational Services,Basic Training,2, 332.50 , 374.00 , 665.00 , 748.00 
1/15/16,2016 ,January,58,Chile,Antofagasta,Educational Services,High level food mng,2, 20.00 , 23.50 , 40.00 , 47.00 
6/22/16,2016 ,June,54,Brazil,Goias,Educational Services,High level food mng,2, 329.50 , 366.00 , 659.00 , 732.00 
6/22/16,2016 ,June,54,Brazil,Goias,Food Products,Seed,3, 266.67 , 287.67 , 800.00 , 863.00 
6/22/16,2016 ,June,54,Brazil,Goias,Food Products,Seed,1, 686.00 , 841.00 , 686.00 , 841.00 
1/15/16,2016 ,January,58,Chile,Antofagasta,Educational Services,High level food mng,1, 25.00 , 28.00 , 25.00 , 28.00 
6/17/16,2016 ,June,58,Chile,Antofagasta,Educational Services,High level food mng,2, 15.00 , 18.00 , 30.00 , 36.00 
11/7/15,2015 ,November,58,Chile,Antofagasta,Educational Services,High level food mng,1, 80.00 , 84.00 , 80.00 , 84.00 
11/7/15,2015 ,November,58,Chile,Antofagasta,Educational Services,High level food mng,3, 27.00 , 32.67 , 81.00 , 98.00 
11/24/15,2015 ,November,58,Chile,Antofagasta,Educational Services,High level food mng,2, 85.00 , 92.50 , 170.00 , 185.00 
11/24/15,2015 ,November,58,Chile,Antofagasta,Educational Services,High level food mng,2, 45.00 , 54.00 , 90.00 , 108.00 
7/10/16,2016 ,July,39,Chile,Antofagasta,Educational Services,Food Security,2, 480.00 , 581.50 , 960.00 ," 1,163.00 "
3/27/16,2016 ,March,17,Chile,Antofagasta,Educational Services,Supervisor trainings,3, 210.00 , 266.67 , 630.00 , 800.00 
4/14/16,2016 ,April,17,Chile,Antofagasta,Educational Services,Supervisor trainings,1, 525.00 , 654.00 , 525.00 , 654.00 
5/5/16,2016 ,May,17,Chile,Antofagasta,Educational Services,Supervisor trainings,1, 630.00 , 763.00 , 630.00 , 763.00 
8/18/15,2015 ,August,17,Chile,Antofagasta,Educational Services,High level food mng,1, 125.00 , 149.00 , 125.00 , 149.00 
4/13/16,2016 ,April,23,Brazil,Bahia,Educational Services,Basic Training,1, 210.00 , 244.00 , 210.00 , 244.00 
4/13/16,2016 ,April,23,Brazil,Bahia,Educational Services,Basic Training,3, 23.33 , 27.00 , 70.00 , 81.00 
4/29/16,2016 ,April,23,Brazil,Bahia,Educational Services,Basic Training,2, 35.00 , 46.50 , 70.00 , 93.00 
5/25/16,2016 ,May,23,Brazil,Bahia,Educational Services,Basic Training,1, 210.00 , 244.00 , 210.00 , 244.00 
5/29/16,2016 ,May,23,Brazil,Bahia,Educational Services,Basic Training,1, 175.00 , 227.00 , 175.00 , 227.00 
9/11/15,2015 ,September,23,Brazil,Bahia,Educational Services,Basic Training,2, 175.00 , 196.50 , 350.00 , 393.00 
10/5/15,2015 ,October,23,Brazil,Bahia,Educational Services,Basic Training,2, 332.50 , 357.00 , 665.00 , 714.00 
11/7/15,2015 ,November,23,Brazil,Bahia,Educational Services,Basic Training,1, 245.00 , 270.00 , 245.00 , 270.00 
11/24/15,2015 ,November,23,Brazil,Bahia,Educational Services,Basic Training,2, 455.00 , 498.00 , 910.00 , 996.00 
8/18/15,2015 ,August,17,Chile,Antofagasta,Educational Services,Supervisor trainings,2, 140.00 , 152.50 , 280.00 , 305.00 
8/30/15,2015 ,August,17,Chile,Antofagasta,Educational Services,Supervisor trainings,3, 315.00 , 326.33 , 945.00 , 979.00 
9/29/15,2015 ,September,17,Chile,Antofagasta,Educational Services,High level food mng,3, 10.00 , 11.00 , 30.00 , 33.00 
9/29/15,2015 ,September,17,Chile,Antofagasta,Educational Services,High level food mng,1, 270.00 , 266.00 , 270.00 , 266.00 
10/23/15,2015 ,October,17,Chile,Antofagasta,Educational Services,High level food mng,2, 7.50 , 8.00 , 15.00 , 16.00 
10/23/15,2015 ,October,17,Chile,Antofagasta,Educational Services,High level food mng,1, 171.00 , 165.00 , 171.00 , 165.00 
11/6/15,2015 ,November,17,Chile,Antofagasta,Educational Services,Supervisor trainings,1, 385.00 , 384.00 , 385.00 , 384.00 
12/8/15,2015 ,December,17,Chile,Antofagasta,Educational Services,Supervisor trainings,1, 945.00 ," 1,041.00 ", 945.00 ," 1,041.00 "
1/10/16,2016 ,January,59,Chile,Antofagasta,Educational Services,High level food mng,3, 86.67 , 114.00 , 260.00 , 342.00 
1/10/16,2016 ,January,59,Chile,Antofagasta,Educational Services,High level food mng,1, 65.00 , 80.00 , 65.00 , 80.00 
5/15/16,2016 ,May,59,Chile,Antofagasta,Educational Services,High level food mng,3, 18.33 , 22.67 , 55.00 , 68.00 
6/29/16,2016 ,June,59,Chile,Antofagasta,Educational Services,High level food mng,1, 20.00 , 27.00 , 20.00 , 27.00 
1/30/16,2016 ,January,23,Brazil,Amazonas,Educational Services,Basic Training,3, 70.00 , 80.67 , 210.00 , 242.00 
3/29/16,2016 ,March,23,Brazil,Amazonas,Educational Services,Basic Training,1, 140.00 , 148.00 , 140.00 , 148.00 
4/6/16,2016 ,April,23,Brazil,Amazonas,Educational Services,Basic Training,3, 70.00 , 80.33 , 210.00 , 241.00 
4/17/16,2016 ,April,23,Brazil,Amazonas,Educational Services,Basic Training,3, 35.00 , 48.67 , 105.00 , 146.00 
4/23/16,2016 ,April,23,Brazil,Amazonas,Educational Services,Basic Training,1, 105.00 , 124.00 , 105.00 , 124.00 
5/21/16,2016 ,May,23,Brazil,Amazonas,Educational Services,Basic Training,1, 175.00 , 190.00 , 175.00 , 190.00 
7/24/15,2015 ,July,23,Brazil,Amazonas,Consultant Services,Food Quality Evaluation,1, 540.00 , 559.00 , 540.00 , 559.00 
8/8/15,2015 ,August,23,Brazil,Amazonas,Educational Services,Basic Training,1, 630.00 , 718.00 , 630.00 , 718.00 
10/8/15,2015 ,October,23,Brazil,Amazonas,Consultant Services,Test Procedures,3, 188.33 , 172.33 , 565.00 , 517.00 
10/14/15,2015 ,October,23,Brazil,Amazonas,Educational Services,Basic Training,3, 11.67 , 12.67 , 35.00 , 38.00 
10/25/15,2015 ,October,23,Brazil,Amazonas,Consultant Services,Test Procedures,1, 769.00 , 792.00 , 769.00 , 792.00 
10/31/15,2015 ,October,23,Brazil,Amazonas,Educational Services,Basic Training,3, 291.67 , 312.00 , 875.00 , 936.00 
11/7/15,2015 ,November,23,Brazil,Amazonas,Educational Services,Basic Training,2, 332.50 , 389.50 , 665.00 , 779.00 
11/8/15,2015 ,November,23,Brazil,Amazonas,Consultant Services,Test Procedures,3, 256.33 , 247.67 , 769.00 , 743.00 
11/8/15,2015 ,November,23,Brazil,Amazonas,Educational Services,Basic Training,1, 350.00 , 361.00 , 350.00 , 361.00 
11/12/15,2015 ,November,23,Brazil,Amazonas,Consultant Services,Food Quality Evaluation,3, 180.00 , 186.33 , 540.00 , 559.00 
11/22/15,2015 ,November,23,Brazil,Amazonas,Consultant Services,Food Quality Evaluation,3, 373.33 , 355.33 ," 1,120.00 "," 1,066.00 "
11/22/15,2015 ,November,23,Brazil,Amazonas,Educational Services,Basic Training,2, 140.00 , 157.00 , 280.00 , 314.00 
11/28/15,2015 ,November,23,Brazil,Amazonas,Consultant Services,Food Quality Evaluation,1," 1,120.00 "," 1,102.00 "," 1,120.00 "," 1,102.00 "
12/3/15,2015 ,December,23,Brazil,Amazonas,Consultant Services,Test Procedures,3, 765.00 , 724.00 ," 2,295.00 "," 2,172.00 "
12/24/15,2015 ,December,23,Brazil,Amazonas,Educational Services,Basic Training,1, 595.00 , 593.00 , 595.00 , 593.00 
12/29/15,2015 ,December,23,Brazil,Amazonas,Educational Services,Basic Training,1, 560.00 , 564.00 , 560.00 , 564.00 
7/10/16,2016 ,July,59,Chile,Antofagasta,Educational Services,High level food mng,3, 50.00 , 67.67 , 150.00 , 203.00 
7/10/16,2016 ,July,59,Chile,Antofagasta,Educational Services,High level food mng,3, 86.67 , 119.00 , 260.00 , 357.00 
8/9/15,2015 ,August,59,Chile,Antofagasta,Educational Services,High level food mng,2, 150.00 , 154.50 , 300.00 , 309.00 
8/9/15,2015 ,August,59,Chile,Antofagasta,Educational Services,High level food mng,3, 30.00 , 35.67 , 90.00 , 107.00 
2/24/16,2016 ,February,57,Chile,Antofagasta,Educational Services,High level food mng,1, 40.00 , 49.00 , 40.00 , 49.00 
2/24/16,2016 ,February,57,Chile,Antofagasta,Educational Services,High level food mng,3, 21.67 , 27.33 , 65.00 , 82.00 
4/29/16,2016 ,April,57,Chile,Antofagasta,Educational Services,High level food mng,2, 125.00 , 148.50 , 250.00 , 297.00 
4/29/16,2016 ,April,57,Chile,Antofagasta,Educational Services,High level food mng,3, 43.33 , 57.00 , 130.00 , 171.00 
12/28/15,2015 ,December,57,Chile,Antofagasta,Educational Services,High level food mng,1, 220.00 , 260.00 , 220.00 , 260.00 
12/28/15,2015 ,December,57,Chile,Antofagasta,Educational Services,High level food mng,3, 43.33 , 50.00 , 130.00 , 150.00 
1/29/16,2016 ,January,55,Chile,Antofagasta,Educational Services,Data Collection,3, 200.00 , 242.67 , 600.00 , 728.00 
1/29/16,2016 ,January,55,Chile,Antofagasta,Educational Services,Data Collection,2, 52.50 , 68.00 , 105.00 , 136.00 
3/1/16,2016 ,March,55,Chile,Antofagasta,Educational Services,Data Collection,1, 525.00 , 606.00 , 525.00 , 606.00 
3/2/16,2016 ,March,55,Chile,Antofagasta,Educational Services,Data Collection,1, 595.00 , 707.00 , 595.00 , 707.00 
3/2/16,2016 ,March,55,Chile,Antofagasta,Educational Services,Data Collection,2, 8.00 , 10.00 , 16.00 , 20.00 
3/23/16,2016 ,March,55,Chile,Antofagasta,Educational Services,Data Collection,3, 8.33 , 11.00 , 25.00 , 33.00 
4/1/16,2016 ,April,55,Chile,Antofagasta,Educational Services,Data Collection,1, 145.00 , 190.00 , 145.00 , 190.00 
4/1/16,2016 ,April,55,Chile,Antofagasta,Educational Services,Data Collection,1, 720.00 , 890.00 , 720.00 , 890.00 
4/16/16,2016 ,April,55,Chile,Antofagasta,Educational Services,Data Collection,3, 268.33 , 312.67 , 805.00 , 938.00 
4/16/16,2016 ,April,55,Chile,Antofagasta,Educational Services,Data Collection,3, 33.33 , 42.67 , 100.00 , 128.00 
5/10/16,2016 ,May,55,Chile,Antofagasta,Educational Services,Data Collection,3, 11.33 , 15.67 , 34.00 , 47.00 
5/26/16,2016 ,May,55,Chile,Antofagasta,Educational Services,Data Collection,2, 107.50 , 134.00 , 215.00 , 268.00 
8/25/15,2015 ,August,19,Brazil,Goias,Educational Services,Data Collection,2, 12.50 , 14.50 , 25.00 , 29.00 
9/14/15,2015 ,September,19,Brazil,Goias,Educational Services,Data Collection,2, 75.00 , 78.50 , 150.00 , 157.00 
10/1/15,2015 ,October,19,Brazil,Goias,Educational Services,Data Collection,2, 350.00 , 372.00 , 700.00 , 744.00 
10/1/15,2015 ,October,19,Brazil,Goias,Educational Services,Data Collection,3, 25.00 , 26.67 , 75.00 , 80.00 
11/14/15,2015 ,November,19,Brazil,Goias,Educational Services,Data Collection,1, 690.00 , 709.00 , 690.00 , 709.00 
11/14/15,2015 ,November,19,Brazil,Goias,Educational Services,Data Collection,2, 60.00 , 72.00 , 120.00 , 144.00 
11/14/15,2015 ,November,19,Brazil,Goias,Educational Services,Data Collection,3, 20.00 , 19.67 , 60.00 , 59.00 
11/14/15,2015 ,November,19,Brazil,Goias,Educational Services,Data Collection ,1, 231.00 , 249.00 , 231.00 , 249.00 
11/21/15,2015 ,November,18,Brazil,Bahia,Educational Services,Basic Training,3, 326.67 , 327.00 , 980.00 , 981.00 
5/26/16,2016 ,May,55,Chile,Antofagasta,Educational Services,Data Collection,3, 26.67 , 31.67 , 80.00 , 95.00 
6/13/16,2016 ,June,55,Chile,Antofagasta,Educational Services,Data Collection,3, 10.00 , 12.00 , 30.00 , 36.00 
6/13/16,2016 ,June,55,Chile,Antofagasta,Educational Services,Data Collection,2, 50.00 , 61.50 , 100.00 , 123.00 
6/13/16,2016 ,June,55,Chile,Antofagasta,Educational Services,Data Collection,1, 41.00 , 48.00 , 41.00 , 48.00 
9/21/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,3, 21.67 , 22.33 , 65.00 , 67.00 
9/21/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,2, 237.50 , 251.50 , 475.00 , 503.00 
9/24/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,2, 6.00 , 7.00 , 12.00 , 14.00 
9/24/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,2, 175.00 , 215.50 , 350.00 , 431.00 
9/30/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,1, 96.00 , 110.00 , 96.00 , 110.00 
9/30/15,2015 ,September,55,Chile,Antofagasta,Educational Services,Data Collection,3, 6.00 , 6.67 , 18.00 , 20.00 
9/25/15,2015 ,September,29,Chile,Antofagasta,Educational Services,Food Security,1, 220.00 , 261.00 , 220.00 , 261.00 
10/13/15,2015 ,October,22,Chile,Antofagasta,Educational Services,Food Security,1," 1,375.00 "," 1,548.00 "," 1,375.00 "," 1,548.00 "
12/30/15,2015 ,December,22,Chile,Antofagasta,Educational Services,Food Security,2, 550.00 , 548.00 ," 1,100.00 "," 1,096.00 "
1/3/16,2016 ,January,52,Chile,Antofagasta,Educational Services,High level food mng,2, 25.00 , 32.50 , 50.00 , 65.00 
1/3/16,2016 ,January,52,Chile,Antofagasta,Educational Services,High level food mng,1, 15.00 , 18.00 , 15.00 , 18.00 
1/23/16,2016 ,January,52,Chile,Antofagasta,Educational Services,High level food mng,1, 120.00 , 150.00 , 120.00 , 150.00 
1/23/16,2016 ,January,52,Chile,Antofagasta,Educational Services,High level food mng,2, 150.00 , 180.50 , 300.00 , 361.00 
2/8/16,2016 ,February,52,Chile,Antofagasta,Educational Services,High level food mng,3, 60.00 , 77.67 , 180.00 , 233.00 
2/8/16,2016 ,February,52,Chile,Antofagasta,Educational Services,High level food mng,2, 30.00 , 37.50 , 60.00 , 75.00 
3/30/16,2016 ,March,52,Chile,Antofagasta,Educational Services,High level food mng,1, 280.00 , 370.00 , 280.00 , 370.00 
3/30/16,2016 ,March,52,Chile,Antofagasta,Educational Services,High level food mng,2, 10.00 , 11.00 , 20.00 , 22.00 
8/2/15,2015 ,August,52,Chile,Antofagasta,Educational Services,High level food mng,2, 17.50 , 19.00 , 35.00 , 38.00 
8/19/15,2015 ,August,52,Chile,Antofagasta,Educational Services,High level food mng,2, 105.00 , 108.00 , 210.00 , 216.00 
12/29/15,2015 ,December,26,Brazil,Bahia,Educational Services,Data Collection ,1, 127.00 , 127.00 , 127.00 , 127.00 
8/19/15,2015 ,August,52,Chile,Antofagasta,Educational Services,High level food mng,1, 95.00 , 92.00 , 95.00 , 92.00 
1/31/16,2016 ,January,53,Brazil,Bahia,Food Products,Seed,1, 100.00 , 124.00 , 100.00 , 124.00 
5/3/16,2016 ,May,53,Brazil,Bahia,Consultant Services,Test Procedures,3, 773.33 , 825.33 ," 2,320.00 "," 2,476.00 "
3/16/15,2015 ,March,53,Brazil,Bahia,Consultant Services,Food Quality Evaluation,2, 500.00 , 441.50 ," 1,000.00 ", 883.00 
10/8/15,2015 ,October,53,Brazil,Bahia,Consultant Services,Test Procedures,2," 1,147.50 "," 1,090.50 "," 2,295.00 "," 2,181.00 "
11/9/15,2015 ,November,53,Brazil,Bahia,Consultant Services,Test Procedures,3, 765.00 , 654.67 ," 2,295.00 "," 1,964.00 "
12/8/15,2015 ,December,53,Brazil,Bahia,Consultant Services,Test Procedures,2," 1,160.00 ", 942.00 ," 2,320.00 "," 1,884.00 "
10/7/15,2015 ,October,53,Brazil,Goias,Educational Services,Data Collection,3, 46.67 , 47.33 , 140.00 , 142.00 
11/3/15,2015 ,November,53,Brazil,Goias,Educational Services,Data Collection,1, 870.00 , 886.00 , 870.00 , 886.00 
11/3/15,2015 ,November,53,Brazil,Goias,Educational Services,Data Collection,3, 1.67 , 1.67 , 5.00 , 5.00 
12/19/15,2015 ,December,53,Brazil,Goias,Consultant Services,Test Procedures,3, 765.00 , 699.33 ," 2,295.00 "," 2,098.00 "
12/27/15,2015 ,December,53,Brazil,Goias,Consultant Services,Test Procedures,1," 2,295.00 "," 2,212.00 "," 2,295.00 "," 2,212.00 "
12/27/15,2015 ,December,53,Brazil,Goias,Educational Services,Data Collection,2, 385.00 , 451.50 , 770.00 , 903.00 
12/19/15,2015 ,December,53,Brazil,Goias,Educational Services,Basic Training,2, 175.00 , 210.00 , 350.00 , 420.00 
10/19/15,2015 ,October,52,Chile,Antofagasta,Educational Services,High level food mng,3, 40.00 , 42.67 , 120.00 , 128.00 
4/21/15,2015 ,April,52,Brazil,Goias,Consultant Services,Food Quality Evaluation,1," 1,000.00 ", 847.00 ," 1,000.00 ", 847.00 
12/23/15,2015 ,December,52,Brazil,Goias,Consultant Services,Test Procedures,3, 256.33 , 233.00 , 769.00 , 699.00 
12/23/15,2015 ,December,52,Brazil,Goias,Educational Services,Data Collection ,2, 55.50 , 61.50 , 111.00 , 123.00 
4/3/16,2016 ,April,51,Brazil,Amazonas,Consultant Services,Test Procedures,3, 180.00 , 203.00 , 540.00 , 609.00 
5/26/16,2016 ,May,51,Brazil,Amazonas,Consultant Services,Test Procedures,1," 2,295.00 "," 2,613.00 "," 2,295.00 "," 2,613.00 "
9/26/15,2015 ,September,51,Brazil,Amazonas,Consultant Services,Test Procedures,3, 773.33 , 726.33 ," 2,320.00 "," 2,179.00 "
10/3/15,2015 ,October,51,Brazil,Amazonas,Consultant Services,Test Procedures,1," 2,320.00 "," 2,161.00 "," 2,320.00 "," 2,161.00 "
10/26/15,2015 ,October,51,Brazil,Amazonas,Consultant Services,Test Procedures,3, 765.00 , 668.67 ," 2,295.00 "," 2,006.00 "
12/25/15,2015 ,December,51,Brazil,Amazonas,Consultant Services,Test Procedures,1, 769.00 , 702.00 , 769.00 , 702.00 
10/19/15,2015 ,October,52,Chile,Antofagasta,Educational Services,High level food mng,1, 80.00 , 86.00 , 80.00 , 86.00 
12/17/15,2015 ,December,52,Chile,Antofagasta,Educational Services,High level food mng,3, 70.00 , 76.00 , 210.00 , 228.00 
12/17/15,2015 ,December,52,Chile,Antofagasta,Educational Services,High level food mng,3, 21.67 , 23.00 , 65.00 , 69.00 
1/18/16,2016 ,January,47,Chile,Antofagasta,Educational Services,High level food mng,2, 70.00 , 83.00 , 140.00 , 166.00 
2/5/16,2016 ,February,47,Chile,Antofagasta,Educational Services,High level food mng,3, 33.33 , 38.00 , 100.00 , 114.00 
2/5/16,2016 ,February,47,Chile,Antofagasta,Educational Services,High level food mng,2, 50.00 , 62.50 , 100.00 , 125.00 
3/21/16,2016 ,March,47,Chile,Antofagasta,Educational Services,High level food mng,1, 140.00 , 194.00 , 140.00 , 194.00 
